TopContant,BackContanct,ActiveLayer,A_Bandgap(ev),A_theoretical_Bandgap(ev),Thickness(nm),Dopant,Substrate,S_Bandgap(ev),S_theoretical_Bandgap(ev),SubstrateType,Morphology,Wavelength(nm),Responsivity(A/W),RiseTime(s),FallTime(s),PowerIntensity(μW/cm2),DarkCurrent(μA),Photocurrent(μA),On–off ratio,Bias(V),Aabsx6,Aabsx5,Aabsx4,Aabsx3,Aabsx2,Aabsx,Aabsint,RamanA,RamanB,Rcoeff1,Rcoeff2,Rcoeff3,Rcoeff4,Rcoeff5,Rcoeff6,Rcoeff7,Rcoeff8,Rcoeff9,Rcoeff10,Rcoeff11,Rcoeff12,Rcoeff13,Rcoeff14,Rcoeff15,Rcoeff16,Rcoeff17,Rcoeff18,Rcoeff19,Rcoeff20,Rshif1,Rshif2,Rshif3,Rshif4,Rshif5,Rshif6,Rshif7,Rshif8,Rshif9,Rshif10,Rshif11,Rshif12,Rshif13,Rshif14,Rshif15,Rshif16,Rshif17,Rshif18,Rshif19,Rshif20,xrdA,xrdB,xrdcoef1,xrdcoef2,xrdcoef3,xrdcoef4,xrdcoef5,xrdcoef6,xrdcoef7,xrdcoef8,xrdcoef9,xrdcoef10,xrdcoef11,xrdcoef12,xrdcoef13,xrdcoef14,xrdcoef15,xrdcoef16,xrdcoef17,xrdcoef18,xrdcoef19,xrdcoef20,shift1,shift2,shift3,shift4,shift5,shift6,shift7,shift8,shift9,shift10,shift11,shift12,shift13,shift14,shift15,shift16,shift17,shift18,shift19,shift20,SXRDA,SXRDB,SXRDcoeff1,SXRDcoeff2,SXRDcoeff3,SXRDcoeff4,SXRDcoeff5,SXRDcoeff6,SXRDcoeff7,SXRDcoeff8,SXRDcoeff9,SXRDcoeff10,SXRDcoeff11,SXRDcoeff12,SXRDcoeff13,SXRDcoeff14,SXRDcoeff15,SXRDcoeff16,SXRDcoeff17,SXRDcoeff18,SXRDcoeff19,SXRDcoeff20,SXRDcoeff21,SXRDcoeff22,SXRDcoeff23,SXRDcoeff24,SXRDcoeff25,SXRDcoeff26,SXRDcoeff27,SXRDcoeff28,SXRDcoeff29,SXRDcoeff30,SXRDshift1,SXRDshift2,SXRDshift3,SXRDshift4,SXRDshift5,SXRDshift6,SXRDshift7,SXRDshift8,SXRDshift9,SXRDshift10,SXRDshift11,SXRDshift12,SXRDshift13,SXRDshift14,SXRDshift15,SXRDshift16,SXRDshift17,SXRDshift18,SXRDshift19,SXRDshift20,SXRDshift21,SXRDshift22,SXRDshift23,SXRDshift24,SXRDshift25,SXRDshift26,SXRDshift27,SXRDshift28,SXRDshift29,SXRDshift30
Graphene,Si,MoTe2,1.1,0.86,4.15,None,Si,1,0.61,n,thin film,980,0.061708113,0.00000015,0.00000035,2190,0.323679971,135.1407668,417.5135283,1.756940357,3E-18,-2E-14,4E-11,-0.00000005,0.00003,-0.0067,1.3767,0.159098497,-7.852603249,0.144891011,0.030343601,0.065013999,0.041201951,0.044178376,0.030465615,0.134350724,0.204897675,0.51614371,0.126354956,0.038606037,-0.039020023,0.063277911,-0.097705584,0.351011427,0,0,0,0,0,166.9332358,173.8835468,181.1234541,190.8249299,199.8024149,218.0469813,230.2100256,233.5222832,233.9221235,236.7259422,251.7125503,253.8845225,268.0023417,289.070472,289.7220637,0,0,0,0,0,0.039487118,0.11796381,0.120651735,0.137084921,0.269642275,-0.047031272,0.00119921,0.446555898,-0.177374726,0.294567828,0.465069852,0.011107007,0.184886013,-0.000959629,0.306110225,0.049824484,0.028187708,0.088646096,0.008041702,0.043483725,-0.00563382,0.085490082,12.73436885,25.62099075,29.32520819,29.34632687,32.27337669,35.0863856,35.2004265,35.23844013,35.25533508,39.17760295,44.01958957,49.60759376,51.96443907,58.73086591,61.13997996,64.30619888,66.80061734,70.41372273,74.39248309,76.93179383,-0.02543977,1.288436644,1.860091224,12.4772692,-1.460386272,-10.83330103,-1.494897374,0.37963621,0.816240725,2.977933618,-0.147116595,-2.532924407,0.163037935,0.743369275,0.151873756,0.503704936,-0.00073198,-0.351027847,0.309421218,-0.220639012,-0.825521203,0.090306695,-0.204022808,-0.655201949,-0.080527745,0.069647516,0.093206111,-0.024179714,0.069072261,0,0,0,28.92610038,47.17310573,47.00346244,47.18823308,29.27526748,46.8798438,29.3882975,56.06321565,55.63881031,56.07337848,87.76661693,48.44582182,127.2091917,113.803607,29.74026553,113.7268856,76.25581772,45.95839,48.62783109,94.78584957,76.15287863,29.85402132,57.21816242,69.00695589,136.4418676,114.9887755,106.4550312,0,0,0
Graphene,Si,MoTe2,1.1,0.86,4.15,None,Si,1,0.61,n,thin film,980,0.061713738,0.00000015,0.00000035,2190,0.323679971,135.1530859,417.5515877,1.668790669,3E-18,-2E-14,4E-11,-0.00000005,0.00003,-0.0067,1.3767,0.159098497,-7.852603249,0.144891011,0.030343601,0.065013999,0.041201951,0.044178376,0.030465615,0.134350724,0.204897675,0.51614371,0.126354956,0.038606037,-0.039020023,0.063277911,-0.097705584,0.351011427,0,0,0,0,0,166.9332358,173.8835468,181.1234541,190.8249299,199.8024149,218.0469813,230.2100256,233.5222832,233.9221235,236.7259422,251.7125503,253.8845225,268.0023417,289.070472,289.7220637,0,0,0,0,0,0.039487118,0.11796381,0.120651735,0.137084921,0.269642275,-0.047031272,0.00119921,0.446555898,-0.177374726,0.294567828,0.465069852,0.011107007,0.184886013,-0.000959629,0.306110225,0.049824484,0.028187708,0.088646096,0.008041702,0.043483725,-0.00563382,0.085490082,12.73436885,25.62099075,29.32520819,29.34632687,32.27337669,35.0863856,35.2004265,35.23844013,35.25533508,39.17760295,44.01958957,49.60759376,51.96443907,58.73086591,61.13997996,64.30619888,66.80061734,70.41372273,74.39248309,76.93179383,-0.02543977,1.288436644,1.860091224,12.4772692,-1.460386272,-10.83330103,-1.494897374,0.37963621,0.816240725,2.977933618,-0.147116595,-2.532924407,0.163037935,0.743369275,0.151873756,0.503704936,-0.00073198,-0.351027847,0.309421218,-0.220639012,-0.825521203,0.090306695,-0.204022808,-0.655201949,-0.080527745,0.069647516,0.093206111,-0.024179714,0.069072261,0,0,0,28.92610038,47.17310573,47.00346244,47.18823308,29.27526748,46.8798438,29.3882975,56.06321565,55.63881031,56.07337848,87.76661693,48.44582182,127.2091917,113.803607,29.74026553,113.7268856,76.25581772,45.95839,48.62783109,94.78584957,76.15287863,29.85402132,57.21816242,69.00695589,136.4418676,114.9887755,106.4550312,0,0,0
Graphene,Si,MoTe2,1.1,0.86,4.15,None,Si,1,0.61,n,thin film,980,0.061475948,0.00000015,0.00000035,2190,0.323679971,134.6323258,415.9427143,1.580640981,3E-18,-2E-14,4E-11,-0.00000005,0.00003,-0.0067,1.3767,0.159098497,-7.852603249,0.144891011,0.030343601,0.065013999,0.041201951,0.044178376,0.030465615,0.134350724,0.204897675,0.51614371,0.126354956,0.038606037,-0.039020023,0.063277911,-0.097705584,0.351011427,0,0,0,0,0,166.9332358,173.8835468,181.1234541,190.8249299,199.8024149,218.0469813,230.2100256,233.5222832,233.9221235,236.7259422,251.7125503,253.8845225,268.0023417,289.070472,289.7220637,0,0,0,0,0,0.039487118,0.11796381,0.120651735,0.137084921,0.269642275,-0.047031272,0.00119921,0.446555898,-0.177374726,0.294567828,0.465069852,0.011107007,0.184886013,-0.000959629,0.306110225,0.049824484,0.028187708,0.088646096,0.008041702,0.043483725,-0.00563382,0.085490082,12.73436885,25.62099075,29.32520819,29.34632687,32.27337669,35.0863856,35.2004265,35.23844013,35.25533508,39.17760295,44.01958957,49.60759376,51.96443907,58.73086591,61.13997996,64.30619888,66.80061734,70.41372273,74.39248309,76.93179383,-0.02543977,1.288436644,1.860091224,12.4772692,-1.460386272,-10.83330103,-1.494897374,0.37963621,0.816240725,2.977933618,-0.147116595,-2.532924407,0.163037935,0.743369275,0.151873756,0.503704936,-0.00073198,-0.351027847,0.309421218,-0.220639012,-0.825521203,0.090306695,-0.204022808,-0.655201949,-0.080527745,0.069647516,0.093206111,-0.024179714,0.069072261,0,0,0,28.92610038,47.17310573,47.00346244,47.18823308,29.27526748,46.8798438,29.3882975,56.06321565,55.63881031,56.07337848,87.76661693,48.44582182,127.2091917,113.803607,29.74026553,113.7268856,76.25581772,45.95839,48.62783109,94.78584957,76.15287863,29.85402132,57.21816242,69.00695589,136.4418676,114.9887755,106.4550312,0,0,0
Graphene,Si,MoTe2,1.1,0.86,4.15,None,Si,1,0.61,n,thin film,980,0.06140998,0.00000015,0.00000035,2190,0.323679971,134.4878569,415.4963817,1.492491292,3E-18,-2E-14,4E-11,-0.00000005,0.00003,-0.0067,1.3767,0.159098497,-7.852603249,0.144891011,0.030343601,0.065013999,0.041201951,0.044178376,0.030465615,0.134350724,0.204897675,0.51614371,0.126354956,0.038606037,-0.039020023,0.063277911,-0.097705584,0.351011427,0,0,0,0,0,166.9332358,173.8835468,181.1234541,190.8249299,199.8024149,218.0469813,230.2100256,233.5222832,233.9221235,236.7259422,251.7125503,253.8845225,268.0023417,289.070472,289.7220637,0,0,0,0,0,0.039487118,0.11796381,0.120651735,0.137084921,0.269642275,-0.047031272,0.00119921,0.446555898,-0.177374726,0.294567828,0.465069852,0.011107007,0.184886013,-0.000959629,0.306110225,0.049824484,0.028187708,0.088646096,0.008041702,0.043483725,-0.00563382,0.085490082,12.73436885,25.62099075,29.32520819,29.34632687,32.27337669,35.0863856,35.2004265,35.23844013,35.25533508,39.17760295,44.01958957,49.60759376,51.96443907,58.73086591,61.13997996,64.30619888,66.80061734,70.41372273,74.39248309,76.93179383,-0.02543977,1.288436644,1.860091224,12.4772692,-1.460386272,-10.83330103,-1.494897374,0.37963621,0.816240725,2.977933618,-0.147116595,-2.532924407,0.163037935,0.743369275,0.151873756,0.503704936,-0.00073198,-0.351027847,0.309421218,-0.220639012,-0.825521203,0.090306695,-0.204022808,-0.655201949,-0.080527745,0.069647516,0.093206111,-0.024179714,0.069072261,0,0,0,28.92610038,47.17310573,47.00346244,47.18823308,29.27526748,46.8798438,29.3882975,56.06321565,55.63881031,56.07337848,87.76661693,48.44582182,127.2091917,113.803607,29.74026553,113.7268856,76.25581772,45.95839,48.62783109,94.78584957,76.15287863,29.85402132,57.21816242,69.00695589,136.4418676,114.9887755,106.4550312,0,0,0
Graphene,Si,MoTe2,1.1,0.86,4.15,None,Si,1,0.61,n,thin film,980,0.06137265,0.00000015,0.00000035,2190,0.323679971,134.4061031,415.2438059,1.404341604,3E-18,-2E-14,4E-11,-0.00000005,0.00003,-0.0067,1.3767,0.159098497,-7.852603249,0.144891011,0.030343601,0.065013999,0.041201951,0.044178376,0.030465615,0.134350724,0.204897675,0.51614371,0.126354956,0.038606037,-0.039020023,0.063277911,-0.097705584,0.351011427,0,0,0,0,0,166.9332358,173.8835468,181.1234541,190.8249299,199.8024149,218.0469813,230.2100256,233.5222832,233.9221235,236.7259422,251.7125503,253.8845225,268.0023417,289.070472,289.7220637,0,0,0,0,0,0.039487118,0.11796381,0.120651735,0.137084921,0.269642275,-0.047031272,0.00119921,0.446555898,-0.177374726,0.294567828,0.465069852,0.011107007,0.184886013,-0.000959629,0.306110225,0.049824484,0.028187708,0.088646096,0.008041702,0.043483725,-0.00563382,0.085490082,12.73436885,25.62099075,29.32520819,29.34632687,32.27337669,35.0863856,35.2004265,35.23844013,35.25533508,39.17760295,44.01958957,49.60759376,51.96443907,58.73086591,61.13997996,64.30619888,66.80061734,70.41372273,74.39248309,76.93179383,-0.02543977,1.288436644,1.860091224,12.4772692,-1.460386272,-10.83330103,-1.494897374,0.37963621,0.816240725,2.977933618,-0.147116595,-2.532924407,0.163037935,0.743369275,0.151873756,0.503704936,-0.00073198,-0.351027847,0.309421218,-0.220639012,-0.825521203,0.090306695,-0.204022808,-0.655201949,-0.080527745,0.069647516,0.093206111,-0.024179714,0.069072261,0,0,0,28.92610038,47.17310573,47.00346244,47.18823308,29.27526748,46.8798438,29.3882975,56.06321565,55.63881031,56.07337848,87.76661693,48.44582182,127.2091917,113.803607,29.74026553,113.7268856,76.25581772,45.95839,48.62783109,94.78584957,76.15287863,29.85402132,57.21816242,69.00695589,136.4418676,114.9887755,106.4550312,0,0,0
Graphene,Si,MoTe2,1.1,0.86,4.15,None,Si,1,0.61,n,thin film,980,0.061106223,0.00000015,0.00000035,2190,0.323679971,133.8226279,413.4411757,1.316191916,3E-18,-2E-14,4E-11,-0.00000005,0.00003,-0.0067,1.3767,0.159098497,-7.852603249,0.144891011,0.030343601,0.065013999,0.041201951,0.044178376,0.030465615,0.134350724,0.204897675,0.51614371,0.126354956,0.038606037,-0.039020023,0.063277911,-0.097705584,0.351011427,0,0,0,0,0,166.9332358,173.8835468,181.1234541,190.8249299,199.8024149,218.0469813,230.2100256,233.5222832,233.9221235,236.7259422,251.7125503,253.8845225,268.0023417,289.070472,289.7220637,0,0,0,0,0,0.039487118,0.11796381,0.120651735,0.137084921,0.269642275,-0.047031272,0.00119921,0.446555898,-0.177374726,0.294567828,0.465069852,0.011107007,0.184886013,-0.000959629,0.306110225,0.049824484,0.028187708,0.088646096,0.008041702,0.043483725,-0.00563382,0.085490082,12.73436885,25.62099075,29.32520819,29.34632687,32.27337669,35.0863856,35.2004265,35.23844013,35.25533508,39.17760295,44.01958957,49.60759376,51.96443907,58.73086591,61.13997996,64.30619888,66.80061734,70.41372273,74.39248309,76.93179383,-0.02543977,1.288436644,1.860091224,12.4772692,-1.460386272,-10.83330103,-1.494897374,0.37963621,0.816240725,2.977933618,-0.147116595,-2.532924407,0.163037935,0.743369275,0.151873756,0.503704936,-0.00073198,-0.351027847,0.309421218,-0.220639012,-0.825521203,0.090306695,-0.204022808,-0.655201949,-0.080527745,0.069647516,0.093206111,-0.024179714,0.069072261,0,0,0,28.92610038,47.17310573,47.00346244,47.18823308,29.27526748,46.8798438,29.3882975,56.06321565,55.63881031,56.07337848,87.76661693,48.44582182,127.2091917,113.803607,29.74026553,113.7268856,76.25581772,45.95839,48.62783109,94.78584957,76.15287863,29.85402132,57.21816242,69.00695589,136.4418676,114.9887755,106.4550312,0,0,0
Graphene,Si,MoTe2,1.1,0.86,4.15,None,Si,1,0.61,n,thin film,980,0.061111848,0.00000015,0.00000035,2190,0.323679971,133.8349469,413.4792351,1.228042228,3E-18,-2E-14,4E-11,-0.00000005,0.00003,-0.0067,1.3767,0.159098497,-7.852603249,0.144891011,0.030343601,0.065013999,0.041201951,0.044178376,0.030465615,0.134350724,0.204897675,0.51614371,0.126354956,0.038606037,-0.039020023,0.063277911,-0.097705584,0.351011427,0,0,0,0,0,166.9332358,173.8835468,181.1234541,190.8249299,199.8024149,218.0469813,230.2100256,233.5222832,233.9221235,236.7259422,251.7125503,253.8845225,268.0023417,289.070472,289.7220637,0,0,0,0,0,0.039487118,0.11796381,0.120651735,0.137084921,0.269642275,-0.047031272,0.00119921,0.446555898,-0.177374726,0.294567828,0.465069852,0.011107007,0.184886013,-0.000959629,0.306110225,0.049824484,0.028187708,0.088646096,0.008041702,0.043483725,-0.00563382,0.085490082,12.73436885,25.62099075,29.32520819,29.34632687,32.27337669,35.0863856,35.2004265,35.23844013,35.25533508,39.17760295,44.01958957,49.60759376,51.96443907,58.73086591,61.13997996,64.30619888,66.80061734,70.41372273,74.39248309,76.93179383,-0.02543977,1.288436644,1.860091224,12.4772692,-1.460386272,-10.83330103,-1.494897374,0.37963621,0.816240725,2.977933618,-0.147116595,-2.532924407,0.163037935,0.743369275,0.151873756,0.503704936,-0.00073198,-0.351027847,0.309421218,-0.220639012,-0.825521203,0.090306695,-0.204022808,-0.655201949,-0.080527745,0.069647516,0.093206111,-0.024179714,0.069072261,0,0,0,28.92610038,47.17310573,47.00346244,47.18823308,29.27526748,46.8798438,29.3882975,56.06321565,55.63881031,56.07337848,87.76661693,48.44582182,127.2091917,113.803607,29.74026553,113.7268856,76.25581772,45.95839,48.62783109,94.78584957,76.15287863,29.85402132,57.21816242,69.00695589,136.4418676,114.9887755,106.4550312,0,0,0
Graphene,Si,MoTe2,1.1,0.86,4.15,None,Si,1,0.61,n,thin film,980,0.061117473,0.00000015,0.00000035,2190,0.323679971,133.847266,413.5172945,1.13989254,3E-18,-2E-14,4E-11,-0.00000005,0.00003,-0.0067,1.3767,0.159098497,-7.852603249,0.144891011,0.030343601,0.065013999,0.041201951,0.044178376,0.030465615,0.134350724,0.204897675,0.51614371,0.126354956,0.038606037,-0.039020023,0.063277911,-0.097705584,0.351011427,0,0,0,0,0,166.9332358,173.8835468,181.1234541,190.8249299,199.8024149,218.0469813,230.2100256,233.5222832,233.9221235,236.7259422,251.7125503,253.8845225,268.0023417,289.070472,289.7220637,0,0,0,0,0,0.039487118,0.11796381,0.120651735,0.137084921,0.269642275,-0.047031272,0.00119921,0.446555898,-0.177374726,0.294567828,0.465069852,0.011107007,0.184886013,-0.000959629,0.306110225,0.049824484,0.028187708,0.088646096,0.008041702,0.043483725,-0.00563382,0.085490082,12.73436885,25.62099075,29.32520819,29.34632687,32.27337669,35.0863856,35.2004265,35.23844013,35.25533508,39.17760295,44.01958957,49.60759376,51.96443907,58.73086591,61.13997996,64.30619888,66.80061734,70.41372273,74.39248309,76.93179383,-0.02543977,1.288436644,1.860091224,12.4772692,-1.460386272,-10.83330103,-1.494897374,0.37963621,0.816240725,2.977933618,-0.147116595,-2.532924407,0.163037935,0.743369275,0.151873756,0.503704936,-0.00073198,-0.351027847,0.309421218,-0.220639012,-0.825521203,0.090306695,-0.204022808,-0.655201949,-0.080527745,0.069647516,0.093206111,-0.024179714,0.069072261,0,0,0,28.92610038,47.17310573,47.00346244,47.18823308,29.27526748,46.8798438,29.3882975,56.06321565,55.63881031,56.07337848,87.76661693,48.44582182,127.2091917,113.803607,29.74026553,113.7268856,76.25581772,45.95839,48.62783109,94.78584957,76.15287863,29.85402132,57.21816242,69.00695589,136.4418676,114.9887755,106.4550312,0,0,0
Graphene,Si,MoTe2,1.1,0.86,4.15,None,Si,1,0.61,n,thin film,980,0.061051505,0.00000015,0.00000035,2190,0.323679971,133.702797,413.0709619,1.051742852,3E-18,-2E-14,4E-11,-0.00000005,0.00003,-0.0067,1.3767,0.159098497,-7.852603249,0.144891011,0.030343601,0.065013999,0.041201951,0.044178376,0.030465615,0.134350724,0.204897675,0.51614371,0.126354956,0.038606037,-0.039020023,0.063277911,-0.097705584,0.351011427,0,0,0,0,0,166.9332358,173.8835468,181.1234541,190.8249299,199.8024149,218.0469813,230.2100256,233.5222832,233.9221235,236.7259422,251.7125503,253.8845225,268.0023417,289.070472,289.7220637,0,0,0,0,0,0.039487118,0.11796381,0.120651735,0.137084921,0.269642275,-0.047031272,0.00119921,0.446555898,-0.177374726,0.294567828,0.465069852,0.011107007,0.184886013,-0.000959629,0.306110225,0.049824484,0.028187708,0.088646096,0.008041702,0.043483725,-0.00563382,0.085490082,12.73436885,25.62099075,29.32520819,29.34632687,32.27337669,35.0863856,35.2004265,35.23844013,35.25533508,39.17760295,44.01958957,49.60759376,51.96443907,58.73086591,61.13997996,64.30619888,66.80061734,70.41372273,74.39248309,76.93179383,-0.02543977,1.288436644,1.860091224,12.4772692,-1.460386272,-10.83330103,-1.494897374,0.37963621,0.816240725,2.977933618,-0.147116595,-2.532924407,0.163037935,0.743369275,0.151873756,0.503704936,-0.00073198,-0.351027847,0.309421218,-0.220639012,-0.825521203,0.090306695,-0.204022808,-0.655201949,-0.080527745,0.069647516,0.093206111,-0.024179714,0.069072261,0,0,0,28.92610038,47.17310573,47.00346244,47.18823308,29.27526748,46.8798438,29.3882975,56.06321565,55.63881031,56.07337848,87.76661693,48.44582182,127.2091917,113.803607,29.74026553,113.7268856,76.25581772,45.95839,48.62783109,94.78584957,76.15287863,29.85402132,57.21816242,69.00695589,136.4418676,114.9887755,106.4550312,0,0,0
Graphene,Si,MoTe2,1.1,0.86,4.15,None,Si,1,0.61,n,thin film,980,0.060813716,0.00000015,0.00000035,2190,0.323679971,133.1820369,411.4620885,0.963593164,3E-18,-2E-14,4E-11,-0.00000005,0.00003,-0.0067,1.3767,0.159098497,-7.852603249,0.144891011,0.030343601,0.065013999,0.041201951,0.044178376,0.030465615,0.134350724,0.204897675,0.51614371,0.126354956,0.038606037,-0.039020023,0.063277911,-0.097705584,0.351011427,0,0,0,0,0,166.9332358,173.8835468,181.1234541,190.8249299,199.8024149,218.0469813,230.2100256,233.5222832,233.9221235,236.7259422,251.7125503,253.8845225,268.0023417,289.070472,289.7220637,0,0,0,0,0,0.039487118,0.11796381,0.120651735,0.137084921,0.269642275,-0.047031272,0.00119921,0.446555898,-0.177374726,0.294567828,0.465069852,0.011107007,0.184886013,-0.000959629,0.306110225,0.049824484,0.028187708,0.088646096,0.008041702,0.043483725,-0.00563382,0.085490082,12.73436885,25.62099075,29.32520819,29.34632687,32.27337669,35.0863856,35.2004265,35.23844013,35.25533508,39.17760295,44.01958957,49.60759376,51.96443907,58.73086591,61.13997996,64.30619888,66.80061734,70.41372273,74.39248309,76.93179383,-0.02543977,1.288436644,1.860091224,12.4772692,-1.460386272,-10.83330103,-1.494897374,0.37963621,0.816240725,2.977933618,-0.147116595,-2.532924407,0.163037935,0.743369275,0.151873756,0.503704936,-0.00073198,-0.351027847,0.309421218,-0.220639012,-0.825521203,0.090306695,-0.204022808,-0.655201949,-0.080527745,0.069647516,0.093206111,-0.024179714,0.069072261,0,0,0,28.92610038,47.17310573,47.00346244,47.18823308,29.27526748,46.8798438,29.3882975,56.06321565,55.63881031,56.07337848,87.76661693,48.44582182,127.2091917,113.803607,29.74026553,113.7268856,76.25581772,45.95839,48.62783109,94.78584957,76.15287863,29.85402132,57.21816242,69.00695589,136.4418676,114.9887755,106.4550312,0,0,0
Graphene,Si,MoTe2,1.1,0.86,4.15,None,Si,1,0.61,n,thin film,980,0.060547288,0.00000015,0.00000035,2190,0.323679971,132.5985617,409.6594583,0.875443475,3E-18,-2E-14,4E-11,-0.00000005,0.00003,-0.0067,1.3767,0.159098497,-7.852603249,0.144891011,0.030343601,0.065013999,0.041201951,0.044178376,0.030465615,0.134350724,0.204897675,0.51614371,0.126354956,0.038606037,-0.039020023,0.063277911,-0.097705584,0.351011427,0,0,0,0,0,166.9332358,173.8835468,181.1234541,190.8249299,199.8024149,218.0469813,230.2100256,233.5222832,233.9221235,236.7259422,251.7125503,253.8845225,268.0023417,289.070472,289.7220637,0,0,0,0,0,0.039487118,0.11796381,0.120651735,0.137084921,0.269642275,-0.047031272,0.00119921,0.446555898,-0.177374726,0.294567828,0.465069852,0.011107007,0.184886013,-0.000959629,0.306110225,0.049824484,0.028187708,0.088646096,0.008041702,0.043483725,-0.00563382,0.085490082,12.73436885,25.62099075,29.32520819,29.34632687,32.27337669,35.0863856,35.2004265,35.23844013,35.25533508,39.17760295,44.01958957,49.60759376,51.96443907,58.73086591,61.13997996,64.30619888,66.80061734,70.41372273,74.39248309,76.93179383,-0.02543977,1.288436644,1.860091224,12.4772692,-1.460386272,-10.83330103,-1.494897374,0.37963621,0.816240725,2.977933618,-0.147116595,-2.532924407,0.163037935,0.743369275,0.151873756,0.503704936,-0.00073198,-0.351027847,0.309421218,-0.220639012,-0.825521203,0.090306695,-0.204022808,-0.655201949,-0.080527745,0.069647516,0.093206111,-0.024179714,0.069072261,0,0,0,28.92610038,47.17310573,47.00346244,47.18823308,29.27526748,46.8798438,29.3882975,56.06321565,55.63881031,56.07337848,87.76661693,48.44582182,127.2091917,113.803607,29.74026553,113.7268856,76.25581772,45.95839,48.62783109,94.78584957,76.15287863,29.85402132,57.21816242,69.00695589,136.4418676,114.9887755,106.4550312,0,0,0
Graphene,Si,MoTe2,1.1,0.86,4.15,None,Si,1,0.61,n,thin film,980,0.060080402,0.00000015,0.00000035,2190,0.323679971,131.57608,406.5005306,0.787293787,3E-18,-2E-14,4E-11,-0.00000005,0.00003,-0.0067,1.3767,0.159098497,-7.852603249,0.144891011,0.030343601,0.065013999,0.041201951,0.044178376,0.030465615,0.134350724,0.204897675,0.51614371,0.126354956,0.038606037,-0.039020023,0.063277911,-0.097705584,0.351011427,0,0,0,0,0,166.9332358,173.8835468,181.1234541,190.8249299,199.8024149,218.0469813,230.2100256,233.5222832,233.9221235,236.7259422,251.7125503,253.8845225,268.0023417,289.070472,289.7220637,0,0,0,0,0,0.039487118,0.11796381,0.120651735,0.137084921,0.269642275,-0.047031272,0.00119921,0.446555898,-0.177374726,0.294567828,0.465069852,0.011107007,0.184886013,-0.000959629,0.306110225,0.049824484,0.028187708,0.088646096,0.008041702,0.043483725,-0.00563382,0.085490082,12.73436885,25.62099075,29.32520819,29.34632687,32.27337669,35.0863856,35.2004265,35.23844013,35.25533508,39.17760295,44.01958957,49.60759376,51.96443907,58.73086591,61.13997996,64.30619888,66.80061734,70.41372273,74.39248309,76.93179383,-0.02543977,1.288436644,1.860091224,12.4772692,-1.460386272,-10.83330103,-1.494897374,0.37963621,0.816240725,2.977933618,-0.147116595,-2.532924407,0.163037935,0.743369275,0.151873756,0.503704936,-0.00073198,-0.351027847,0.309421218,-0.220639012,-0.825521203,0.090306695,-0.204022808,-0.655201949,-0.080527745,0.069647516,0.093206111,-0.024179714,0.069072261,0,0,0,28.92610038,47.17310573,47.00346244,47.18823308,29.27526748,46.8798438,29.3882975,56.06321565,55.63881031,56.07337848,87.76661693,48.44582182,127.2091917,113.803607,29.74026553,113.7268856,76.25581772,45.95839,48.62783109,94.78584957,76.15287863,29.85402132,57.21816242,69.00695589,136.4418676,114.9887755,106.4550312,0,0,0
Graphene,Si,MoTe2,1.1,0.86,4.15,None,Si,1,0.61,n,thin film,980,0.058768722,0.00000015,0.00000035,2190,0.323679971,128.7035002,397.6257775,0.699144099,3E-18,-2E-14,4E-11,-0.00000005,0.00003,-0.0067,1.3767,0.159098497,-7.852603249,0.144891011,0.030343601,0.065013999,0.041201951,0.044178376,0.030465615,0.134350724,0.204897675,0.51614371,0.126354956,0.038606037,-0.039020023,0.063277911,-0.097705584,0.351011427,0,0,0,0,0,166.9332358,173.8835468,181.1234541,190.8249299,199.8024149,218.0469813,230.2100256,233.5222832,233.9221235,236.7259422,251.7125503,253.8845225,268.0023417,289.070472,289.7220637,0,0,0,0,0,0.039487118,0.11796381,0.120651735,0.137084921,0.269642275,-0.047031272,0.00119921,0.446555898,-0.177374726,0.294567828,0.465069852,0.011107007,0.184886013,-0.000959629,0.306110225,0.049824484,0.028187708,0.088646096,0.008041702,0.043483725,-0.00563382,0.085490082,12.73436885,25.62099075,29.32520819,29.34632687,32.27337669,35.0863856,35.2004265,35.23844013,35.25533508,39.17760295,44.01958957,49.60759376,51.96443907,58.73086591,61.13997996,64.30619888,66.80061734,70.41372273,74.39248309,76.93179383,-0.02543977,1.288436644,1.860091224,12.4772692,-1.460386272,-10.83330103,-1.494897374,0.37963621,0.816240725,2.977933618,-0.147116595,-2.532924407,0.163037935,0.743369275,0.151873756,0.503704936,-0.00073198,-0.351027847,0.309421218,-0.220639012,-0.825521203,0.090306695,-0.204022808,-0.655201949,-0.080527745,0.069647516,0.093206111,-0.024179714,0.069072261,0,0,0,28.92610038,47.17310573,47.00346244,47.18823308,29.27526748,46.8798438,29.3882975,56.06321565,55.63881031,56.07337848,87.76661693,48.44582182,127.2091917,113.803607,29.74026553,113.7268856,76.25581772,45.95839,48.62783109,94.78584957,76.15287863,29.85402132,57.21816242,69.00695589,136.4418676,114.9887755,106.4550312,0,0,0
